tree_id,record_type,source,label,project,SampleID,TreeCluster_branch,Frequency,clade,country,date,cluster_size,AU_barcode_class,US_barcode_class
NG2026_Grep04289,global_consensus_representative,Nextstrain_2026_global,PP_001Z6MK,global,PP_001Z6MK,,,A.D.3.1,USA,2024-12-27,1,AU_C4_like,US_C18_like
NG2026_Grep04294,global_consensus_representative,Nextstrain_2026_global,PP_001Z6W1,global,PP_001Z6W1,,,A.D.1.5,USA,2024-11-01,1,AU_other_complete,US_C21_like
NG2026_Grep04299,global_consensus_representative,Nextstrain_2026_global,PP_001Z75H,global,PP_001Z75H,,,A.D.5.2,USA,2025-01-03,1,AU_other_complete,US_other_complete
NG2026_Grep04302,global_consensus_representative,Nextstrain_2026_global,PP_001Z799,global,PP_001Z799,,,A.D.1.5,USA,2024-11-07,1,AU_other_complete,US_C21_like
NG2026_Grep04306,global_consensus_representative,Nextstrain_2026_global,PP_001Z84J,global,PP_001Z84J,,,A.D.3.1,USA,2024-12-25,1,AU_C4_like,US_C18_like
NG2026_Grep04308,global_consensus_representative,Nextstrain_2026_global,PP_001Z85G,global,PP_001Z85G,,,A.D.1.6,USA,2024-12-13,6,AU_other_complete,US_other_complete
NG2026_Grep04310,global_consensus_representative,Nextstrain_2026_global,PP_001Z8FW,global,PP_001Z8FW,,,A.D.1.9,USA,2024-12-11,6,AU_other_complete,US_other_complete
NG2026_Grep04311,global_consensus_representative,Nextstrain_2026_global,PP_001Z8KM,global,PP_001Z8KM,,,A.D.1.5,USA,2024-12-22,1,AU_other_complete,US_C21_like
NG2026_Grep04312,global_consensus_representative,Nextstrain_2026_global,PP_001Z8R9,global,PP_001Z8R9,,,A.D.3.1,USA,2024-12-23,1,AU_C4_like,US_C18_like
NG2026_Grep04316,global_consensus_representative,Nextstrain_2026_global,PP_001Z92M,global,PP_001Z92M,,,A.D.3.1,USA,2024-12-20,1,AU_C4_like,US_C18_like
NG2026_Grep04319,global_consensus_representative,Nextstrain_2026_global,PP_001Z9B3,global,PP_001Z9B3,,,A.D.1.4,USA,2025-01-29,4,AU_other_complete,US_other_complete
NG2026_Grep04324,global_consensus_representative,Nextstrain_2026_global,PP_001Z9R8,global,PP_001Z9R8,,,A.D.3.11,USA,2025-01-23,1,AU_other_complete,US_C18_like
NG2026_Grep04328,global_consensus_representative,Nextstrain_2026_global,PP_001ZA3J,global,PP_001ZA3J,,,A.D.1.5,USA,2024-12-17,1,AU_other_complete,US_C21_like
NG2026_Grep04335,global_consensus_representative,Nextstrain_2026_global,PP_001ZAKK,global,PP_001ZAKK,,,A.D.1.5,USA,2025-01-12,2,AU_other_complete,US_C21_like
NG2026_Grep04341,global_consensus_representative,Nextstrain_2026_global,PP_001ZAWX,global,PP_001ZAWX,,,A.D.3.2,USA,2025-01-23,1,AU_other_complete,US_other_complete
NG2026_Grep04343,global_consensus_representative,Nextstrain_2026_global,PP_001ZB2K,global,PP_001ZB2K,,,A.D.3.1,USA,2025-01-24,1,AU_C4_like,US_C18_like
NG2026_Grep04351,global_consensus_representative,Nextstrain_2026_global,PP_001ZBPA,global,PP_001ZBPA,,,A.D.3.3,USA,2025-01-02,1,AU_C4_like,US_C18_like
NG2026_Grep04353,global_consensus_representative,Nextstrain_2026_global,PP_001ZBS4,global,PP_001ZBS4,,,A.D.3,USA,2025-01-18,1,AU_other_complete,US_C18_like
NG2026_Grep04357,global_consensus_representative,Nextstrain_2026_global,PP_001ZC0N,global,PP_001ZC0N,,,A.D.1.5,USA,2024-12-01,1,AU_other_complete,US_C21_like
NG2026_Grep04359,global_consensus_representative,Nextstrain_2026_global,PP_001ZC2J,global,PP_001ZC2J,,,A.D.3.2,USA,2025-01-03,1,AU_other_complete,US_other_complete
NG2026_Grep04362,global_consensus_representative,Nextstrain_2026_global,PP_001ZCA2,global,PP_001ZCA2,,,A.D.1.5,USA,2025-01-08,1,AU_other_complete,US_C21_like
NG2026_Grep04363,global_consensus_representative,Nextstrain_2026_global,PP_001ZCCY,global,PP_001ZCCY,,,A.D.1.5,USA,2025-02-01,1,AU_other_complete,US_C21_like
NG2026_Grep04365,global_consensus_representative,Nextstrain_2026_global,PP_001ZCEU,global,PP_001ZCEU,,,A.D.3,USA,2025-01-13,1,AU_other_complete,US_C18_like
NG2026_Grep04369,global_consensus_representative,Nextstrain_2026_global,PP_001ZCJK,global,PP_001ZCJK,,,A.D.1.5,USA,2025-01-02,1,AU_other_complete,US_C21_like
NG2026_Grep04370,global_consensus_representative,Nextstrain_2026_global,PP_001ZCNB,global,PP_001ZCNB,,,A.D.1.5,USA,2025-01-01,1,AU_other_complete,US_C21_like
NG2026_Grep04375,global_consensus_representative,Nextstrain_2026_global,PP_001ZCT1,global,PP_001ZCT1,,,A.D.3.1,USA,2025-01-20,1,AU_C4_like,US_C18_like
NG2026_Grep04376,global_consensus_representative,Nextstrain_2026_global,PP_001ZCWV,global,PP_001ZCWV,,,A.D.3.7,USA,2024-12-18,1,AU_other_complete,US_C18_like
NG2026_Grep04378,global_consensus_representative,Nextstrain_2026_global,PP_001ZCXT,global,PP_001ZCXT,,,A.D.3.1,USA,2025-01-09,1,AU_C4_like,US_C18_like
NG2026_Grep04380,global_consensus_representative,Nextstrain_2026_global,PP_001ZD1K,global,PP_001ZD1K,,,A.D.5.2,USA,2025-01-31,1,AU_other_complete,US_other_complete
NG2026_Grep04384,global_consensus_representative,Nextstrain_2026_global,PP_001ZDHL,global,PP_001ZDHL,,,A.D.3.1,USA,2024-11-13,1,AU_C4_like,US_C18_like
NG2026_Grep04385,global_consensus_representative,Nextstrain_2026_global,PP_001ZDJJ,global,PP_001ZDJJ,,,A.D.3.3,USA,2024-12-03,1,AU_C4_like,US_C18_like
NG2026_Grep04387,global_consensus_representative,Nextstrain_2026_global,PP_001ZDR4,global,PP_001ZDR4,,,A.D.3.1,USA,2025-03-02,6,AU_C4_like,US_C18_like
NG2026_Grep04389,global_consensus_representative,Nextstrain_2026_global,PP_001ZDZN,global,PP_001ZDZN,,,A.D.3.1,USA,2025-03-04,1,AU_C4_like,US_C18_like
NG2026_Grep04399,global_consensus_representative,Nextstrain_2026_global,PP_001ZEVV,global,PP_001ZEVV,,,A.D.3.7,USA,2025-03-01,1,AU_other_complete,US_C18_like
NG2026_Grep04400,global_consensus_representative,Nextstrain_2026_global,PP_001ZEYP,global,PP_001ZEYP,,,A.D.3.3,USA,2025-03-02,1,AU_C4_like,US_C18_like
NG2026_Grep04404,global_consensus_representative,Nextstrain_2026_global,PP_001ZF3D,global,PP_001ZF3D,,,A.D.5.2,USA,2025-02-27,33,AU_other_complete,US_other_complete
NG2026_Grep04413,global_consensus_representative,Nextstrain_2026_global,PP_001ZFKE,global,PP_001ZFKE,,,A.D.3.1,USA,2025-03-05,2,AU_C4_like,US_C18_like
NG2026_Grep04414,global_consensus_representative,Nextstrain_2026_global,PP_001ZFS0,global,PP_001ZFS0,,,A.D.3.11,USA,2025-03-07,3,AU_other_complete,US_C18_like
NG2026_Grep04416,global_consensus_representative,Nextstrain_2026_global,PP_001ZFZL,global,PP_001ZFZL,,,A.D.3.1,USA,2025-03-04,1,AU_C4_like,US_C18_like
NG2026_Grep04424,global_consensus_representative,Nextstrain_2026_global,PP_001ZGVT,global,PP_001ZGVT,,,A.D.1.5,USA,2025-02-09,1,AU_other_complete,US_other_complete
NG2026_Grep04426,global_consensus_representative,Nextstrain_2026_global,PP_001ZGZK,global,PP_001ZGZK,,,A.D.3.11,USA,2025-02-24,1,AU_other_complete,US_C18_like
NG2026_Grep04439,global_consensus_representative,Nextstrain_2026_global,PP_001ZJ48,global,PP_001ZJ48,,,A.D.5.1,USA,2025-02-24,92,AU_other_complete,US_other_complete
NG2026_Grep04444,global_consensus_representative,Nextstrain_2026_global,PP_001ZJHF,global,PP_001ZJHF,,,A.D.3.11,USA,2025-02-23,1,AU_other_complete,US_C18_like
NG2026_Grep04446,global_consensus_representative,Nextstrain_2026_global,PP_001ZJP3,global,PP_001ZJP3,,,A.D.3.1,USA,2025-02-26,1,AU_C4_like,US_C18_like
NG2026_Grep04451,global_consensus_representative,Nextstrain_2026_global,PP_001ZK47,global,PP_001ZK47,,,A.D.3.1,USA,2025-02-24,1,AU_C4_like,US_C18_like
NG2026_Grep04461,global_consensus_representative,Nextstrain_2026_global,PP_001ZL1C,global,PP_001ZL1C,,,A.D.3.3,USA,2025-03-19,1,AU_other_complete,US_C18_like
NG2026_Grep04462,global_consensus_representative,Nextstrain_2026_global,PP_001ZL8Y,global,PP_001ZL8Y,,,A.D.3.1,USA,2025-03-27,1,AU_C4_like,US_C18_like
NG2026_Grep04477,global_consensus_representative,Nextstrain_2026_global,PP_001ZMJA,global,PP_001ZMJA,,,A.D.1.5,USA,2025-03-24,2,AU_other_complete,US_C21_like
NG2026_Grep04485,global_consensus_representative,Nextstrain_2026_global,PP_001ZN36,global,PP_001ZN36,,,A.D.3.1,USA,2025-03-22,2,AU_other_complete,US_C18_like
NG2026_Grep04486,global_consensus_representative,Nextstrain_2026_global,PP_001ZN52,global,PP_001ZN52,,,A.D.3.1,USA,2025-03-18,1,AU_C4_like,US_C18_like
NG2026_Grep04489,global_consensus_representative,Nextstrain_2026_global,PP_001ZN9U,global,PP_001ZN9U,,,A.D.3.11,USA,2025-03-21,1,AU_other_complete,US_C18_like
NG2026_Grep04490,global_consensus_representative,Nextstrain_2026_global,PP_001ZNAS,global,PP_001ZNAS,,,A.D.1.5,USA,2025-03-21,1,AU_other_complete,US_C21_like
NG2026_Grep04501,global_consensus_representative,Nextstrain_2026_global,PP_001ZPFF,global,PP_001ZPFF,,,A.D.3.1,USA,2025-03-07,1,AU_C4_like,US_C18_like
NG2026_Grep04503,global_consensus_representative,Nextstrain_2026_global,PP_001ZPPY,global,PP_001ZPPY,,,A.D.1.5,USA,2025-03-10,1,AU_other_complete,US_C21_like
NG2026_Grep04504,global_consensus_representative,Nextstrain_2026_global,PP_001ZPRU,global,PP_001ZPRU,,,A.D.3.11,USA,2025-03-08,1,AU_other_complete,US_C18_like
NG2026_Grep04511,global_consensus_representative,Nextstrain_2026_global,PP_001ZQFE,global,PP_001ZQFE,,,A.D.1.5,USA,2025-02-24,1,AU_other_complete,US_C21_like
NG2026_Grep04512,global_consensus_representative,Nextstrain_2026_global,PP_001ZQH9,global,PP_001ZQH9,,,A.D.1.6,USA,2025-01-04,1,AU_other_complete,US_other_complete
NG2026_Grep04514,global_consensus_representative,Nextstrain_2026_global,PP_001ZQL3,global,PP_001ZQL3,,,A.D.1.5,USA,2024-12-25,1,AU_other_complete,US_C21_like
NG2026_Grep04519,global_consensus_representative,Nextstrain_2026_global,PP_002XF5C,global,PP_002XF5C,,,A.D.3,Switzerland,2023-12-XX,9,AU_other_complete,US_C18_like
NG2026_Grep04521,global_consensus_representative,Nextstrain_2026_global,PP_002XF86,global,PP_002XF86,,,A.D.3,Switzerland,2024-01-XX,1,AU_other_complete,US_C18_like
NG2026_Grep04523,global_consensus_representative,Nextstrain_2026_global,PP_002XFCY,global,PP_002XFCY,,,A.D.5.1,Switzerland,2024-01-XX,14,AU_other_complete,US_other_complete
NG2026_Grep04530,global_consensus_representative,Nextstrain_2026_global,PP_002XFXT,global,PP_002XFXT,,,A.D.1.9,Switzerland,2024-01-XX,2,AU_other_complete,US_other_complete
NG2026_Grep04533,global_consensus_representative,Nextstrain_2026_global,PP_002XG69,global,PP_002XG69,,,A.D.5.1,Switzerland,2023-12-XX,3,AU_other_complete,US_other_complete
NG2026_Grep04543,global_consensus_representative,Nextstrain_2026_global,PP_002XGT0,global,PP_002XGT0,,,A.D.2.1,Switzerland,2024-01-XX,1,AU_C4_like,US_other_complete
NG2026_Grep04544,global_consensus_representative,Nextstrain_2026_global,PP_002XGVW,global,PP_002XGVW,,,A.D.3.1,Switzerland,2023-12-XX,3,AU_other_complete,US_C18_like
NG2026_Grep04557,global_consensus_representative,Nextstrain_2026_global,PP_002XHR3,global,PP_002XHR3,,,A.D.2.1,Switzerland,2023-12-XX,1,AU_C4_like,US_other_complete
NG2026_Grep04564,global_consensus_representative,Nextstrain_2026_global,PP_002XM48,global,PP_002XM48,,,A.D.3.3,USA,2025-04-03,1,AU_C4_like,US_C18_like
NG2026_Grep04567,global_consensus_representative,Nextstrain_2026_global,PP_002XMEN,global,PP_002XMEN,,,A.D.3.11,USA,2025-04-05,1,AU_other_complete,US_C18_like
NG2026_Grep04572,global_consensus_representative,Nextstrain_2026_global,PP_002XMQ1,global,PP_002XMQ1,,,A.D.3.11,USA,2025-04-02,1,AU_other_complete,US_C18_like
NG2026_Grep04576,global_consensus_representative,Nextstrain_2026_global,PP_002XMZH,global,PP_002XMZH,,,A.D.1.10,USA,2025-03-27,1,AU_other_complete,US_other_complete
NG2026_Grep04579,global_consensus_representative,Nextstrain_2026_global,PP_002XNGH,global,PP_002XNGH,,,A.D.3.1,USA,2025-03-18,1,AU_C4_like,US_C18_like
NG2026_Grep04582,global_consensus_representative,Nextstrain_2026_global,PP_002XNTU,global,PP_002XNTU,,,A.D.1.5,USA,2025-03-17,1,AU_other_complete,US_C21_like
NG2026_Grep04584,global_consensus_representative,Nextstrain_2026_global,PP_002XP1C,global,PP_002XP1C,,,A.D.5.2,USA,2025-03-17,3,AU_other_complete,US_other_complete
NG2026_Grep04589,global_consensus_representative,Nextstrain_2026_global,PP_002XPHD,global,PP_002XPHD,,,A.D.3.11,USA,2025-04-21,1,AU_other_complete,US_C18_like
NG2026_Grep04592,global_consensus_representative,Nextstrain_2026_global,PP_002XPUR,global,PP_002XPUR,,,A.D.1.5,USA,2025-04-23,1,AU_other_complete,US_C21_like
NG2026_Grep04596,global_consensus_representative,Nextstrain_2026_global,PP_002XU6X,global,PP_002XU6X,,,A.D.1.11,Ireland,2024-11-15,19,AU_other_complete,US_other_complete
NG2026_Grep04604,global_consensus_representative,Nextstrain_2026_global,PP_002XUQU,global,PP_002XUQU,,,A.D.1.5,Ireland,2025-01-06,1,AU_other_complete,US_C21_like
NG2026_Grep04605,global_consensus_representative,Nextstrain_2026_global,PP_002XURS,global,PP_002XURS,,,A.D.3.1,Ireland,2025-01-06,1,AU_C4_like,US_C18_like
NG2026_Grep04607,global_consensus_representative,Nextstrain_2026_global,PP_002XUWG,global,PP_002XUWG,,,A.D.1.5,Ireland,2024-11-01,2,AU_other_complete,US_C21_like
NG2026_Grep04609,global_consensus_representative,Nextstrain_2026_global,PP_002XV08,global,PP_002XV08,,,A.D.3.12,Ireland,2024-12-14,4,AU_other_complete,US_C18_like
NG2026_Grep04623,global_consensus_representative,Nextstrain_2026_global,PP_002XVXD,global,PP_002XVXD,,,A.D.3.1,Ireland,2025-01-30,1,AU_other_complete,US_C18_like
NG2026_Grep04627,global_consensus_representative,Nextstrain_2026_global,PP_002XW31,global,PP_002XW31,,,A.D.3.1,Ireland,2025-02-12,6,AU_C4_like,US_C18_like
NG2026_Grep04630,global_consensus_representative,Nextstrain_2026_global,PP_002XWDF,global,PP_002XWDF,,,A.D.1.4,Ireland,2025-01-30,1,AU_other_complete,US_other_complete
NG2026_Grep04633,global_consensus_representative,Nextstrain_2026_global,PP_002XWQS,global,PP_002XWQS,,,A.D.1.9,Ireland,2025-01-09,1,AU_other_complete,US_other_complete
NG2026_Grep04634,global_consensus_representative,Nextstrain_2026_global,PP_002XWNW,global,PP_002XWNW,,,A.D.3.1,Ireland,2024-12-24,1,AU_C4_like,US_C18_like
NG2026_Grep04635,global_consensus_representative,Nextstrain_2026_global,PP_002XWSN,global,PP_002XWSN,,,A.D.1.11,Ireland,2025-02-08,1,AU_other_complete,US_other_complete
NG2026_Grep04648,global_consensus_representative,Nextstrain_2026_global,PP_002YA7B,global,PP_002YA7B,,,A.D.3.1,USA,2024-01-18,1,AU_C4_like,US_C18_like
NG2026_Grep04669,global_consensus_representative,Nextstrain_2026_global,PP_00308ZQ,global,PP_00308ZQ,,,A.D.1.10,Spain,2024-02-06,1,AU_other_complete,US_other_complete
NG2026_Grep04670,global_consensus_representative,Nextstrain_2026_global,PP_003093G,global,PP_003093G,,,A.D.3.1,Spain,2022-11-10,5,AU_other_complete,US_C18_like
NG2026_Grep04672,global_consensus_representative,Nextstrain_2026_global,PP_00309B0,global,PP_00309B0,,,A.D.5.1,Spain,2022-12-22,16,AU_other_complete,US_other_complete
NG2026_Grep04676,global_consensus_representative,Nextstrain_2026_global,PP_00309GQ,global,PP_00309GQ,,,A.D.1.5,Spain,2023-11-23,21,AU_other_complete,US_C21_like
NG2026_Grep04678,global_consensus_representative,Nextstrain_2026_global,PP_00309KH,global,PP_00309KH,,,A.D.1.5,Spain,2023-12-05,4,AU_other_complete,US_C21_like
NG2026_Grep04680,global_consensus_representative,Nextstrain_2026_global,PP_00309MD,global,PP_00309MD,,,A.D.1.5,Spain,2023-12-12,2,AU_other_complete,US_other_complete
NG2026_Grep04682,global_consensus_representative,Nextstrain_2026_global,PP_00309VX,global,PP_00309VX,,,A.D.1.5,Spain,2023-12-28,1,AU_other_complete,US_C21_like
NG2026_Grep04683,global_consensus_representative,Nextstrain_2026_global,PP_00309UZ,global,PP_00309UZ,,,A.D.1.10,Spain,2023-12-19,8,AU_other_complete,US_other_complete
NG2026_Grep04686,global_consensus_representative,Nextstrain_2026_global,PP_0030A1K,global,PP_0030A1K,,,A.D.3.1,Spain,2024-01-09,8,AU_other_complete,US_C18_like
NG2026_Grep04687,global_consensus_representative,Nextstrain_2026_global,PP_0030A69,global,PP_0030A69,,,A.D.3.10,Spain,2024-01-30,1,AU_other_complete,US_C18_like
NG2026_Grep04688,global_consensus_representative,Nextstrain_2026_global,PP_0030A77,global,PP_0030A77,,,A.D.3,Spain,2024-02-08,1,AU_other_complete,US_C18_like
NG2026_Grep04689,global_consensus_representative,Nextstrain_2026_global,PP_0030A2H,global,PP_0030A2H,,,A.D.1.5,Spain,2024-01-09,1,AU_other_complete,US_C21_like
NG2026_Grep04691,global_consensus_representative,Nextstrain_2026_global,PP_0030AET,global,PP_0030AET,,,A.D.1.5,Spain,2023-12-19,1,AU_other_complete,US_C21_like
NG2026_Grep04692,global_consensus_representative,Nextstrain_2026_global,PP_0030AKG,global,PP_0030AKG,,,A.D.1.5,Spain,2023-12-20,1,AU_other_complete,US_C21_like
NG2026_Grep04694,global_consensus_representative,Nextstrain_2026_global,PP_0030AXS,global,PP_0030AXS,,,A.D.1.10,Spain,2024-01-23,1,AU_other_complete,US_other_complete
NG2026_Grep04701,global_consensus_representative,Nextstrain_2026_global,PP_0030B92,global,PP_0030B92,,,A.D.3.8,Spain,2025-01-02,1,AU_other_complete,US_C18_like
NG2026_Grep04702,global_consensus_representative,Nextstrain_2026_global,PP_0030BBY,global,PP_0030BBY,,,A.D.3.12,Spain,2025-01-09,1,AU_other_complete,US_C18_like
NG2026_Grep04703,global_consensus_representative,Nextstrain_2026_global,PP_0030BA0,global,PP_0030BA0,,,A.D.3.8,Spain,2025-01-02,20,AU_other_complete,US_C18_like
NG2026_Grep04716,global_consensus_representative,Nextstrain_2026_global,PP_0030C3D,global,PP_0030C3D,,,A.D.1.11,Spain,2024-12-24,1,AU_other_complete,US_other_complete
NG2026_Grep04717,global_consensus_representative,Nextstrain_2026_global,PP_0030C1H,global,PP_0030C1H,,,A.D.3.2,Spain,2024-12-24,9,AU_other_complete,US_other_complete
NG2026_Grep04718,global_consensus_representative,Nextstrain_2026_global,PP_0030C4B,global,PP_0030C4B,,,A.D.1,Spain,2024-12-24,2,AU_other_complete,US_other_complete
NG2026_Grep04723,global_consensus_representative,Nextstrain_2026_global,PP_0030CGM,global,PP_0030CGM,,,A.D.5.3,Spain,2023-01-12,1,AU_other_complete,US_other_complete
NG2026_Grep04726,global_consensus_representative,Nextstrain_2026_global,PP_0030CMA,global,PP_0030CMA,,,A.D.1.10,Spain,2023-12-20,2,AU_other_complete,US_other_complete
NG2026_Grep04728,global_consensus_representative,Nextstrain_2026_global,PP_0030CUW,global,PP_0030CUW,,,A.D.3,Spain,2024-03-14,3,AU_other_complete,US_C18_like
NG2026_Grep04742,global_consensus_representative,Nextstrain_2026_global,PP_0030DR1,global,PP_0030DR1,,,A.D.1.10,Spain,2025-01-30,4,AU_other_complete,US_other_complete
NG2026_Grep04767,global_consensus_representative,Nextstrain_2026_global,PP_0030F48,global,PP_0030F48,,,A.D.1.4,Spain,2023-11-21,3,AU_other_complete,US_other_complete
NG2026_Grep04769,global_consensus_representative,Nextstrain_2026_global,PP_0030FBU,global,PP_0030FBU,,,A.D.3.1,Spain,2023-12-12,1,AU_other_complete,US_C18_like
NG2026_Grep04777,global_consensus_representative,Nextstrain_2026_global,PP_0030FP3,global,PP_0030FP3,,,A.D.1.5,Spain,2024-03-19,3,AU_other_complete,US_other_complete
NG2026_Grep04801,global_consensus_representative,Nextstrain_2026_global,PP_0030HCQ,global,PP_0030HCQ,,,A.D,Spain,2019-11-19,7,AU_other_complete,US_C18_like
NG2026_Grep04802,global_consensus_representative,Nextstrain_2026_global,PP_0030HDN,global,PP_0030HDN,,,A.D.1,Spain,2019-11-20,10,AU_other_complete,US_other_complete
NG2026_Grep04816,global_consensus_representative,Nextstrain_2026_global,PP_0030JFH,global,PP_0030JFH,,,A.D,Spain,2020-01-19,5,AU_other_complete,US_C18_like
NG2026_Grep04824,global_consensus_representative,Nextstrain_2026_global,PP_0030K52,global,PP_0030K52,,,A.D.5.1,Spain,2023-11-03,4,AU_other_complete,US_other_complete
NG2026_Grep04828,global_consensus_representative,Nextstrain_2026_global,PP_0030KPZ,global,PP_0030KPZ,,,A.D.3.10,Spain,2023-11-22,3,AU_other_complete,US_C18_like
NG2026_Grep04829,global_consensus_representative,Nextstrain_2026_global,PP_0030KUP,global,PP_0030KUP,,,A.D.1,Spain,2023-11-29,4,AU_other_complete,US_other_complete
NG2026_Grep04835,global_consensus_representative,Nextstrain_2026_global,PP_0030LBP,global,PP_0030LBP,,,A.D.2.2,Spain,2015-11-24,4,AU_other_complete,US_C18_like
NG2026_Grep04844,global_consensus_representative,Nextstrain_2026_global,PP_0030LWJ,global,PP_0030LWJ,,,A.D.1.9,Spain,2023-10-10,1,AU_other_complete,US_other_complete
NG2026_Grep04850,global_consensus_representative,Nextstrain_2026_global,PP_0030MJ7,global,PP_0030MJ7,,,A.D.3.8,Spain,2025-03-11,1,AU_other_complete,US_C18_like
NG2026_Grep04873,global_consensus_representative,Nextstrain_2026_global,PP_0030NZA,global,PP_0030NZA,,,A.D.3.8,Spain,2024-12-09,1,AU_other_complete,US_C18_like
NG2026_Grep04874,global_consensus_representative,Nextstrain_2026_global,PP_0030P40,global,PP_0030P40,,,A.D,Spain,2016-10-03,4,AU_other_complete,US_C18_like
NG2026_Grep04878,global_consensus_representative,Nextstrain_2026_global,PP_0030PCJ,global,PP_0030PCJ,,,A.D.3.8,Spain,2025-01-06,1,AU_other_complete,US_C18_like
NG2026_Grep04887,global_consensus_representative,Nextstrain_2026_global,PP_0030QED,global,PP_0030QED,,,A.D.1.5,Spain,2023-12-20,1,AU_other_complete,US_other_complete
NG2026_Grep04894,global_consensus_representative,Nextstrain_2026_global,PP_0030R22,global,PP_0030R22,,,A.D,Spain,2016-11-24,2,AU_other_complete,US_other_complete
NG2026_Grep04904,global_consensus_representative,Nextstrain_2026_global,PP_0030S21,global,PP_0030S21,,,A.D,Spain,2017-11-03,1,AU_other_complete,US_C18_like
NG2026_Grep04908,global_consensus_representative,Nextstrain_2026_global,PP_0030SCF,global,PP_0030SCF,,,A.D.3.7,Spain,2025-04-03,1,AU_other_complete,US_C18_like
NG2026_Grep04921,global_consensus_representative,Nextstrain_2026_global,PP_0030T12,global,PP_0030T12,,,A.D.3.1,Spain,2022-01-31,1,AU_other_complete,US_C18_like
NG2026_Grep04923,global_consensus_representative,Nextstrain_2026_global,PP_0030T8N,global,PP_0030T8N,,,A.D.1.4,Spain,2022-12-21,3,AU_other_complete,US_other_complete
NG2026_Grep04929,global_consensus_representative,Nextstrain_2026_global,PP_0030TKZ,global,PP_0030TKZ,,,A.D.1.9,Spain,2023-12-12,1,AU_other_complete,US_other_complete
NG2026_Grep04931,global_consensus_representative,Nextstrain_2026_global,PP_0030TUF,global,PP_0030TUF,,,A.D.3.10,Spain,2024-02-06,1,AU_other_complete,US_C18_like
NG2026_Grep04938,global_consensus_representative,Nextstrain_2026_global,PP_0030UDB,global,PP_0030UDB,,,A.D.5,Spain,2018-11-22,5,AU_other_complete,US_other_complete
NG2026_Grep04954,global_consensus_representative,Nextstrain_2026_global,PP_0030W5R,global,PP_0030W5R,,,A.D.5.2,Spain,2022-12-09,2,AU_other_complete,US_other_complete
NG2026_Grep04963,global_consensus_representative,Nextstrain_2026_global,PP_0030WX6,global,PP_0030WX6,,,A.D.2.1,Spain,2023-01-16,2,AU_C4_like,US_C21_like
NG2026_Grep04981,global_consensus_representative,Nextstrain_2026_global,PP_003RV91,global,PP_003RV91,,,A.D.2.1,USA,2022-12-11,1,AU_C4_like,US_C21_like
NG2026_Grep04983,global_consensus_representative,Nextstrain_2026_global,PP_003RVDT,global,PP_003RVDT,,,A.D.3,USA,2022-12-10,1,AU_other_complete,US_C18_like
NG2026_Grep04988,global_consensus_representative,Nextstrain_2026_global,PP_003RVKE,global,PP_003RVKE,,,A.D.1.11,USA,2023-01-04,2,AU_other_complete,US_other_complete
NG2026_Grep05008,global_consensus_representative,Nextstrain_2026_global,PP_003TRJG,global,PP_003TRJG,,,A.D,China,2015-05-04,1,AU_other_complete,US_C18_like
NG2026_Grep05021,global_consensus_representative,Nextstrain_2026_global,PP_003TUWP,global,PP_003TUWP,,,A.D,,XXXX-XX-XX,4,AU_other_complete,US_C18_like
NG2026_Grep05040,global_consensus_representative,Nextstrain_2026_global,PP_003U404,global,PP_003U404,,,A.D,South Korea,2014-XX-XX,1,AU_other_complete,US_C18_like
NG2026_Grep05043,global_consensus_representative,Nextstrain_2026_global,PP_003U43Y,global,PP_003U43Y,,,A.D,South Korea,2014-XX-XX,1,AU_C4_like,US_C18_like
NG2026_Grep05049,global_consensus_representative,Nextstrain_2026_global,PP_003U4AJ,global,PP_003U4AJ,,,A.D,South Korea,2014-XX-XX,1,AU_other_complete,US_C18_like
NG2026_Grep05067,global_consensus_representative,Nextstrain_2026_global,PP_003UYYD,global,PP_003UYYD,,,A.D.3.7,Slovakia,2025-01-17,6,AU_other_complete,US_C18_like
NG2026_Grep05068,global_consensus_representative,Nextstrain_2026_global,PP_003UZ09,global,PP_003UZ09,,,A.D.1.6,Slovakia,2025-02-04,16,AU_other_complete,US_other_complete
NG2026_Grep05071,global_consensus_representative,Nextstrain_2026_global,PP_003UZGB,global,PP_003UZGB,,,A.D.1.4,Slovakia,2025-02-10,2,AU_other_complete,US_other_complete
NG2026_Grep05072,global_consensus_representative,Nextstrain_2026_global,PP_003UZQU,global,PP_003UZQU,,,A.D.3.11,Slovakia,2025-02-21,4,AU_other_complete,US_C18_like
NG2026_Grep05073,global_consensus_representative,Nextstrain_2026_global,PP_003UZSQ,global,PP_003UZSQ,,,A.D.5.3,Slovakia,2025-02-06,2,AU_other_complete,US_other_complete
NG2026_Grep05076,global_consensus_representative,Nextstrain_2026_global,PP_003V006,global,PP_003V006,,,A.D.1.5,Slovakia,2025-02-10,4,AU_other_complete,US_C21_like
NG2026_Grep05079,global_consensus_representative,Nextstrain_2026_global,PP_003V07S,global,PP_003V07S,,,A.D.1.5,Switzerland,2025-03-14,3,AU_other_complete,US_C21_like
NG2026_Grep05081,global_consensus_representative,Nextstrain_2026_global,PP_003V0BJ,global,PP_003V0BJ,,,A.D.1.9,Switzerland,2025-02-14,1,AU_other_complete,US_other_complete
